Tiempo (ms);Ángulo 1
4892;7.99902391433716
4925;9.65719795227051
4958;11.4184770584106
4993;13.0030126571655
5027;14.0608978271484
5060;14.3265571594238
5093;13.8653573989868
5127;12.9202165603638
5162;11.6527938842773
5195;10.253026008606
5228;8.949387550354
5262;7.72287178039551
5297;6.34337520599365
5330;4.78618717193604
5363;3.40802550315857
5397;2.62725234031677
5432;2.43507885932922
5465;2.32666659355164
5498;1.8062938451767
5532;0.885198414325714
5567;0.112307876348495
5600;0.189654603600502
5633;1.39925098419189
5667;3.28479743003845
5702;5.03648567199707
5735;6.15649700164795
5768;6.67721128463745
5802;7.11221790313721
5837;8.14169788360596
5870;9.9142541885376
5903;11.9331846237183
5937;13.6226511001587
5970;14.6014814376831
6005;14.7998447418213
6038;14.5327844619751
6072;14.1025161743164
6105;13.4562292098999
6140;12.4535694122314
6173;11.1806392669678
6207;9.77801704406738
6240;8.24282646179199
6275;6.71934223175049
6308;5.79337739944458
6342;6.04658126831055
6375;7.29483604431152
6410;8.77642822265625
6443;10.0701847076416
6477;11.3013877868652
6510;12.5977401733398
6545;13.6556043624878
6578;13.8628606796265
6612;12.9337558746338
6645;11.2860517501831
6680;9.65222930908203
6713;8.40053939819336
6747;7.29830121994019
6780;5.96048021316528
6813;4.51178741455078
6848;3.7000138759613
6882;4.03491544723511
6915;4.82142019271851
6948;4.70517826080322
6983;3.22962403297424
7017;1.27432417869568
7050;0.0886953696608543
7083;0.322527676820755
7118;1.82707107067108
7152;3.90211653709412
7185;5.65955209732056
7218;6.62061357498169
7253;7.11974334716797
7287;7.83553075790405
7320;9.09434413909912
7353;10.8226108551025
7388;12.7239780426025
7422;14.2993688583374
7455;15.0840129852295
7488;15.1159648895264
7523;14.9000387191772
7557;14.6912755966187
7590;14.1834077835083
7623;13.1043634414673
7657;11.6817779541016
7692;10.2852830886841
7725;8.98479270935059
7758;7.6707615852356
7792;6.29944705963135
7827;4.91447734832764
7860;3.64597678184509
7893;2.71136569976807
7927;2.25401091575623
7962;2.13210129737854
7995;1.98824155330658
8028;1.56204891204834
8062;0.868166327476501
8097;0.144458889961243
8130;-0.302116543054581
8163;-0.224589422345161
8197;0.568402051925659
8232;2.09065103530884
8265;3.92286157608032
8298;5.50001430511475
8332;6.69650316238403
8365;7.79448127746582
8400;9.04953956604004
8433;10.5108394622803
8467;12.104567527771
8500;13.6272621154785
8535;14.7012548446655
8568;15.0047369003296
8602;14.5028991699219
8635;13.389196395874
8670;11.9679040908813
8703;10.5589694976807
8737;9.3220329284668
8770;8.13129425048828
8805;6.73354434967041
8838;5.11588621139526
8872;3.63933396339417
8905;2.71492910385132
8940;2.38865232467651
8973;2.30663013458252
9007;2.04655265808105
9040;1.46326327323914
9075;0.810722827911377
9108;0.600676536560059
9142;1.28703272342682
9175;2.86865735054016
9208;4.73684024810791
9243;6.14595031738281
9277;6.84364223480225
9310;7.2452392578125
9343;8.07866477966309
9378;9.64870548248291
9412;11.5678939819336
9445;13.2915267944336
9478;14.4633846282959
9513;14.908839225769
9547;14.7289733886719
9580;14.1619338989258
9613;13.2912349700928
9648;12.1308364868164
9682;10.8253469467163
9715;9.51475811004639
9748;8.12537670135498
