x,y,z
-2.6106870229007635,-3.183206106870229,-1.900763358778626
-2.2900763358778624,-3.450381679389313,-0.13740458015267176
-1.7709923664122138,-3.6564885496183206,-2.5877862595419847
-1.9389312977099236,-2.648854961832061,-2.6030534351145036
-3.4732824427480917,-2.114503816793893,-2.6412213740458017
-3.8473282442748094,-1.4809160305343512,-3.3587786259541983
-4.9465648854961835,-2.427480916030534,-1.549618320610687
-3.2213740458015265,-0.7938931297709924,-2.9770992366412212
-2.3435114503816794,0.4961832061068702,-5.290076335877862
-3.1908396946564888,0.7022900763358778,-4.213740458015267
-2.7480916030534353,1.4961832061068703,-4.687022900763359
-1.9694656488549618,0.7175572519083969,-3.3893129770992365
-0.8396946564885496,2.8244274809160306,-5.244274809160306
-2.8931297709923665,2.6412213740458017,-4.8320610687022905
-3.0763358778625953,3.2748091603053435,-5.099236641221374
-2.3740458015267176,4.4961832061068705,-7.091603053435114
-0.5648854961832062,6.786259541984733,-9.931297709923664
-1.1450381679389312,6.435114503816794,-10.045801526717558
-2.5801526717557253,3.114503816793893,-6.0458015267175576
-3.0763358778625953,1.6259541984732824,-4.2748091603053435
-5.022900763358779,-0.4198473282442748,-1.9083969465648856
-4.694656488549619,0.5343511450381679,-2.7709923664122136
-4.641221374045801,-0.12213740458015267,-2.9618320610687023
-3.3587786259541983,0.0916030534351145,-3.6946564885496183
-3.5801526717557253,-2.5114503816793894,-2.2519083969465647
-2.5801526717557253,0.2900763358778626,-4.190839694656488
-3.0763358778625953,0.030534351145038167,-4.427480916030534
-2.4656488549618323,1.3282442748091603,-4.473282442748092
-3.5801526717557253,0.9923664122137404,-3.435114503816794
-2.7099236641221376,1.465648854961832,-4.198473282442748
-3.519083969465649,0.7938931297709924,-3.7557251908396947
-2.946564885496183,0.8549618320610687,-5.129770992366412
-2.3282442748091605,0.7786259541984732,-5.099236641221374
-2.1603053435114505,0.9312977099236641,-4.870229007633588
-0.8778625954198473,4.625954198473282,-6.129770992366412
-0.8320610687022901,4.076335877862595,-6.221374045801527
-2.435114503816794,1.4580152671755726,-4.1679389312977095
-2.9770992366412212,1.4809160305343512,-5.1679389312977095
-3.3969465648854964,1.099236641221374,-4.648854961832061
-3.4656488549618323,0.24427480916030533,-3.1374045801526718
-3.3206106870229006,-1.6717557251908397,-1.8702290076335877
-3.9083969465648853,-0.2366412213740458,-4.099236641221374
-3.877862595419847,-1.3206106870229009,-3.6106870229007635
-1.2671755725190839,1.5877862595419847,-4.580152671755725
-3.900763358778626,2.2442748091603053,-6.458015267175573
-2.5114503816793894,1.6488549618320612,-4.625954198473282
-3.1526717557251906,-0.4198473282442748,-3.381679389312977
-3.7251908396946565,-1.015267175572519,-2.312977099236641
-2.984732824427481,-0.04580152671755725,-3.1526717557251906
-2.145038167938931,0.48854961832061067,-4.061068702290076
-2.16793893129771,1.816793893129771,-4.633587786259542
-0.6564885496183206,5.33587786259542,-7.961832061068702
-1.7251908396946565,3.6106870229007635,-5.99236641221374
-2.4885496183206106,3.7480916030534353,-5.66412213740458
-2.5343511450381677,2.404580152671756,-5.206106870229007
-2.045801526717557,2.954198473282443,-5.969465648854962
-2.5801526717557253,2.267175572519084,-5.755725190839694
-2.0916030534351147,1.5877862595419847,-4.6106870229007635
-1.9923664122137406,1.0610687022900764,-4.267175572519084
-2.1603053435114505,1.1297709923664123,-4.9541984732824424
-2.8396946564885495,2.6564885496183206,-5.557251908396947
-3.2290076335877864,0.9083969465648855,-5.809160305343512
-3.2977099236641223,1.3282442748091603,-2.312977099236641
-2.351145038167939,1.9923664122137406,-3.7022900763358777
-2.49618320610687,-0.33587786259541985,-3.3587786259541983
-2.633587786259542,-0.549618320610687,-2.549618320610687
-2.633587786259542,2.763358778625954,-2.030534351145038
-3.3740458015267176,3.618320610687023,-3.4198473282442747
-3.183206106870229,2.5267175572519083,-3.648854961832061
-3.732824427480916,0.19083969465648856,-3.2442748091603053
-3.053435114503817,-0.35877862595419846,-3.4427480916030535
-1.6106870229007633,3.282442748091603,-4.7251908396946565
-2.9770992366412212,1.381679389312977,-3.732824427480916
-3.6564885496183206,4.0534351145038165,-2.404580152671756
-4.694656488549619,10.770992366412214,-3.7709923664122136
-5.229007633587786,16.15267175572519,0.13740458015267176
-3.8396946564885495,25.282442748091604,-5.213740458015267
1.2442748091603053,31.595419847328245,-9.045801526717558
-2.7099236641221376,29.916030534351144,-8.435114503816793
-6.770992366412214,43.534351145038165,3.786259541984733
-8.15267175572519,41.02290076335878,-3.763358778625954
-1.9770992366412214,47.961832061068705,2.4122137404580153
-1.2366412213740459,52.51908396946565,-4.114503816793893
-0.9618320610687023,50.63358778625954,-7.213740458015267
-1.7709923664122138,50.85496183206107,-10.82442748091603
-3.9618320610687023,46.50381679389313,-9.954198473282442
-5.358778625954199,48.37404580152672,-11.282442748091603
-3.9236641221374047,55.51908396946565,-10.664122137404581
-3.1374045801526718,56.25954198473283,-10.404580152671755
-3.9083969465648853,56.86259541984733,-11.427480916030534
-2.4122137404580153,55.63358778625954,-10.381679389312977
-2.885496183206107,55.74809160305343,-7.267175572519084
-5.748091603053435,56.58015267175573,-6.572519083969466
-3.0,60.3587786259542,-10.610687022900763
-6.091603053435114,76.01526717557252,-12.511450381679388
-2.404580152671756,63.05343511450382,-16.259541984732824
-2.114503816793893,51.17557251908397,-8.068702290076336
-3.2213740458015265,60.25190839694657,-20.557251908396946
-2.7557251908396947,58.17557251908397,-18.564885496183205
-5.564885496183206,42.86259541984733,-22.51145038167939
-3.687022900763359,45.10687022900763,-20.3206106870229
-0.20610687022900764,49.63358778625954,-26.19083969465649
1.1526717557251909,48.80916030534351,-24.549618320610687
4.702290076335878,48.396946564885496,-31.198473282442748
2.7786259541984735,45.20610687022901,-29.198473282442748
3.2061068702290076,37.587786259541986,-30.18320610687023
3.6106870229007635,29.0381679389313,-31.389312977099237
4.0458015267175576,26.603053435114504,-33.3587786259542
-0.5343511450381679,27.076335877862597,-32.94656488549618
-1.549618320610687,40.61832061068702,-32.69465648854962
-0.17557251908396945,28.778625954198475,-41.16030534351145
-2.16793893129771,30.00763358778626,-28.61832061068702
-2.7022900763358777,35.41984732824427,-32.37404580152672
-3.3206106870229006,37.56488549618321,-33.083969465648856
-2.5419847328244276,38.12977099236641,-29.977099236641223
-1.6259541984732824,40.69465648854962,-29.977099236641223
0.2595419847328244,45.89312977099237,-33.32824427480916
-2.8473282442748094,48.29770992366412,-30.244274809160306
-4.648854961832061,51.16793893129771,-26.366412213740457
-1.5419847328244274,56.465648854961835,-28.15267175572519
-1.83206106870229,47.85496183206107,-26.52671755725191
2.8473282442748094,53.25190839694657,-29.801526717557252
3.4427480916030535,55.916030534351144,-31.16030534351145
1.1908396946564885,57.0,-33.778625954198475
2.519083969465649,58.732824427480914,-35.2442748091603
0.732824427480916,56.969465648854964,-32.603053435114504
-1.4122137404580153,56.282442748091604,-29.549618320610687
-1.6717557251908397,55.961832061068705,-28.00763358778626
-2.0763358778625953,53.274809160305345,-28.65648854961832
-6.801526717557252,57.954198473282446,-22.885496183206108
-8.893129770992367,68.02290076335878,-26.15267175572519
-10.885496183206106,66.70992366412214,-28.82442748091603
-7.885496183206107,63.89312977099237,-32.38167938931298
-6.122137404580153,54.343511450381676,-29.053435114503817
-3.7557251908396947,57.587786259541986,-27.96946564885496
-6.770992366412214,57.02290076335878,-26.900763358778626
-7.511450381679389,66.58015267175573,-30.206106870229007
-9.511450381679388,70.76335877862596,-34.7557251908397
-10.038167938931299,70.34351145038168,-42.51145038167939
-10.511450381679388,60.58015267175573,-44.267175572519086
-11.801526717557252,62.83206106870229,-40.404580152671755
-10.717557251908397,68.51908396946565,-36.030534351145036
-8.549618320610687,79.96946564885496,-35.88549618320611
-8.053435114503817,75.77862595419847,-39.656488549618324
-8.900763358778626,73.21374045801527,-33.06870229007634
-7.312977099236641,78.56488549618321,-34.97709923664122
