x,y,z
-8.568847741699217,1.9488801513671874,-1.254561669921875
-8.635885388183594,1.8315642700195311,-1.369483349609375
-8.710105639648438,1.8938135131835936,-1.13006318359375
-8.67658681640625,1.7788918334960937,-1.0845733520507812
-8.662221606445312,1.8028338500976562,-1.1611878051757811
-8.877699755859375,1.7812860351562498,-1.3048399047851562
-8.590395556640624,1.8555062866210936,-1.3024457031249999
-8.777143286132812,1.9800047729492187,-1.4963760375976562
-8.743624462890624,1.9009961181640624,-1.467645617675781
-8.705317236328124,1.7932570434570312,-1.2617442749023438
-8.540117321777343,1.8171990600585937,-1.465251416015625
-8.456320263671875,1.8938135131835936,-1.4101847778320311
-8.786720092773438,1.867477294921875,-1.37906015625
-8.772354882812499,1.7525556152343749,-1.0414777221679687
-8.8872765625,1.7741034301757812,-1.0749965454101562
-8.94473740234375,1.7357962036132812,-1.426944189453125
-8.815450512695312,1.7573440185546874,-1.5107412475585937
-8.47786807861328,1.8315642700195311,-1.1156979736328125
-8.233659509277343,2.1021090576171875,-1.0223241088867188
-8.25520732421875,1.7860744384765623,-0.9552864624023437
-8.422801440429687,1.7908628417968748,-1.0773907470703123
-8.611943371582031,1.7764976318359373,-1.3479355346679687
-8.604760766601562,1.889025109863281,-1.1252747802734375
-8.664615808105468,1.838746875,-1.3048399047851562
-8.449137658691406,1.8602946899414061,-1.1444283935546875
-8.755595471191405,1.8171990600585937,-1.2737152832031249
-8.607154968261717,1.7956512451171873,-1.1707646118164061
-8.59278975830078,1.8818425048828125,-1.388636962890625
-8.731653454589843,1.8028338500976562,-1.3000515014648437
-8.796296899414061,1.8171990600585937,-1.3311761230468748
-8.571241943359375,1.7597382202148437,-1.199495031738281
-8.659827404785156,1.7860744384765623,-1.3814543579101561
-8.693346228027343,1.7788918334960937,-1.2378022583007813
-8.659827404785156,1.7405846069335937,-1.419761584472656
-8.80347950439453,1.917755529785156,-1.3335703247070312
-8.614337573242187,1.9871873779296874,-0.93852705078125
-8.540117321777343,1.8004396484374998,-0.9792284790039062
-8.683769421386717,1.6927005737304686,-1.24498486328125
-8.451531860351562,1.8315642700195311,-1.2282254516601563
-8.463502868652343,1.687912170410156,-1.35990654296875
-8.453926062011718,1.7884686401367187,-1.35990654296875
-8.834604125976561,1.7453730102539062,-1.3120225097656248
-8.695740429687499,1.70467158203125,-1.3575123413085937
-8.774749084472656,1.7645266235351562,-1.2497732666015624
-8.798691101074219,1.6903063720703124,-1.2138602416992186
-8.449137658691406,1.7980454467773437,-1.0486603271484374
-8.47786807861328,1.8052280517578123,-1.1563994018554686
-8.449137658691406,1.6903063720703124,-1.1037269653320312
-8.67658681640625,1.7788918334960937,-1.467645617675781
-8.731653454589843,1.7286135986328124,-1.4173673828125
-8.805873706054687,1.6711527587890624,-1.429338391113281
-9.038111267089842,1.68551796875,-1.3168109130859373
-8.645462194824217,1.70467158203125,-1.1635820068359375
-8.662221606445312,1.7453730102539062,-1.1659762084960936
-8.506598498535157,1.7621324218749999,-1.2234370483398436
-8.71489404296875,1.8052280517578123,-1.2808978881835937
-8.525752111816406,1.7286135986328124,-1.24498486328125
-8.461108666992187,1.8339584716796873,-1.235408056640625
-8.552088330078124,1.7334020019531249,-1.1468225952148436
-8.667010009765624,1.5945383056640625,-1.0965443603515623
-8.497021691894531,1.6160861206054686,-1.1516109985351561
-8.365340600585936,1.7980454467773437,-1.2042834350585936
-8.386888415527343,1.6927005737304686,-1.2952630981445312
-8.635885388183594,1.7214309936523438,-1.3287819213867187
-8.702923034667968,1.659181750488281,-1.2234370483398436
-8.710105639648438,1.7310078002929687,-1.3239935180664062
-8.566453540039062,1.7621324218749999,-1.2928688964843749
-8.825027319335938,1.5682020874023437,-1.3670891479492187
-8.82263311767578,1.5322890624999999,-1.2569558715820313
-8.662221606445312,1.5825672973632812,-1.5346832641601562
-8.626308581542968,1.5610194824218748,-1.5921441040039062
-8.659827404785156,1.7334020019531249,-1.4245499877929686
-8.678981018066406,1.6424223388671875,-1.1731588134765625
-8.722076647949219,1.8411410766601561,-1.2138602416992186
-9.162609753417968,1.6903063720703124,-1.0941501586914062
-9.203311181640624,1.8770541015625,-1.956062756347656
-9.677363110351562,1.2856862915039062,-2.224213342285156
-9.105148913574219,1.5394716674804687,-1.8219874633789062
-8.985438830566405,1.3814543579101561,-1.1061211669921875
-9.5001921875,1.5251064575195312,-1.7788918334960937
-8.542511523437499,1.8195932617187498,-1.7525556152343749
-8.604760766601562,1.9105729248046874,-2.482787121582031
-9.394847314453125,1.5442600708007812,-2.3247698120117186
-8.798691101074219,1.4772224243164063,-1.9919757812499999
-8.870517150878905,1.4053963745117186,-1.8219874633789062
-8.513781103515624,1.3455413330078123,-1.7597382202148437
-8.79150849609375,1.6136919189453125,-2.6096798095703124
